Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Symbol,Date,VIX_percentile_30d,VIX_percentile_90d,VIX_MA_10,VIX_MA_20,Fear_Level
2005-08-04 00:00:00-05:00,12.119999885559082,12.569999694824219,11.989999771118164,12.520000457763672,12.520000457763672,0,0.0,0.0,^VIX,2005-08-04 00:00:00-05:00,,,,,Normal
2005-08-05 00:00:00-05:00,11.819999694824219,12.920000076293945,11.819999694824219,12.479999542236328,12.479999542236328,0,0.0,0.0,^VIX,2005-08-05 00:00:00-05:00,,,,,Normal
2005-08-08 00:00:00-05:00,12.5600004196167,13.289999961853027,12.5600004196167,13.210000038146973,13.210000038146973,0,0.0,0.0,^VIX,2005-08-08 00:00:00-05:00,,,,,Normal
2005-08-09 00:00:00-05:00,12.25,12.779999732971191,12.239999771118164,12.399999618530273,12.399999618530273,0,0.0,0.0,^VIX,2005-08-09 00:00:00-05:00,,,,,Normal
2005-08-10 00:00:00-05:00,12.029999732971191,12.5600004196167,11.510000228881836,12.380000114440918,12.380000114440918,0,0.0,0.0,^VIX,2005-08-10 00:00:00-05:00,,,,,Normal
2005-08-11 00:00:00-05:00,12.34000015258789,12.9399995803833,11.880000114440918,12.420000076293945,12.420000076293945,0,0.0,0.0,^VIX,2005-08-11 00:00:00-05:00,,,,,Normal
2005-08-12 00:00:00-05:00,12.359999656677246,12.979999542236328,12.180000305175781,12.739999771118164,12.739999771118164,0,0.0,0.0,^VIX,2005-08-12 00:00:00-05:00,,,,,Normal
2005-08-15 00:00:00-05:00,12.869999885559082,12.989999771118164,12.079999923706055,12.260000228881836,12.260000228881836,0,0.0,0.0,^VIX,2005-08-15 00:00:00-05:00,,,,,Normal
2005-08-16 00:00:00-05:00,12.369999885559082,13.890000343322754,12.279999732971191,13.520000457763672,13.520000457763672,0,0.0,0.0,^VIX,2005-08-16 00:00:00-05:00,,,,,Normal
2005-08-17 00:00:00-05:00,13.350000381469727,13.760000228881836,12.779999732971191,13.300000190734863,13.300000190734863,0,0.0,0.0,^VIX,2005-08-17 00:00:00-05:00,,,12.723000049591064,,Normal
2005-08-18 00:00:00-05:00,13.470000267028809,13.880000114440918,13.010000228881836,13.420000076293945,13.420000076293945,0,0.0,0.0,^VIX,2005-08-18 00:00:00-05:00,,,12.813000011444093,,Normal
2005-08-19 00:00:00-05:00,12.84000015258789,13.850000381469727,12.609999656677246,13.420000076293945,13.420000076293945,0,0.0,0.0,^VIX,2005-08-19 00:00:00-05:00,,,12.907000064849854,,Normal
2005-08-22 00:00:00-05:00,13.670000076293945,13.890000343322754,13.199999809265137,13.420000076293945,13.420000076293945,0,0.0,0.0,^VIX,2005-08-22 00:00:00-05:00,,,12.92800006866455,,Normal
2005-08-23 00:00:00-05:00,13.630000114440918,14.050000190734863,13.300000190734863,13.34000015258789,13.34000015258789,0,0.0,0.0,^VIX,2005-08-23 00:00:00-05:00,,,13.022000122070313,,Normal
2005-08-24 00:00:00-05:00,13.5600004196167,14.180000305175781,13.0,14.170000076293945,14.170000076293945,0,0.0,0.0,^VIX,2005-08-24 00:00:00-05:00,,,13.201000118255616,,Normal
2005-08-25 00:00:00-05:00,13.920000076293945,14.119999885559082,13.65999984741211,13.729999542236328,13.729999542236328,0,0.0,0.0,^VIX,2005-08-25 00:00:00-05:00,,,13.332000064849854,,Normal
2005-08-26 00:00:00-05:00,13.789999961853027,14.199999809265137,13.649999618530273,13.720000267028809,13.720000267028809,0,0.0,0.0,^VIX,2005-08-26 00:00:00-05:00,,,13.430000114440919,,Normal
2005-08-29 00:00:00-05:00,14.34000015258789,14.40999984741211,13.380000114440918,13.520000457763672,13.520000457763672,0,0.0,0.0,^VIX,2005-08-29 00:00:00-05:00,,,13.556000137329102,,Normal
2005-08-30 00:00:00-05:00,13.489999771118164,14.180000305175781,13.470000267028809,13.649999618530273,13.649999618530273,0,0.0,0.0,^VIX,2005-08-30 00:00:00-05:00,,,13.569000053405762,,Normal
2005-08-31 00:00:00-05:00,13.369999885559082,13.630000114440918,12.5600004196167,12.600000381469727,12.600000381469727,0,0.0,0.0,^VIX,2005-08-31 00:00:00-05:00,,,13.499000072479248,13.111000061035156,Normal
2005-09-01 00:00:00-05:00,12.859999656677246,13.369999885559082,12.3100004196167,13.149999618530273,13.149999618530273,0,0.0,0.0,^VIX,2005-09-01 00:00:00-05:00,,,13.472000026702881,13.142500019073486,Normal
2005-09-02 00:00:00-05:00,13.210000038146973,13.720000267028809,13.029999732971191,13.569999694824219,13.569999694824219,0,0.0,0.0,^VIX,2005-09-02 00:00:00-05:00,,,13.486999988555908,13.19700002670288,Normal
2005-09-06 00:00:00-05:00,14.170000076293945,14.180000305175781,12.899999618530273,12.930000305175781,12.930000305175781,0,0.0,0.0,^VIX,2005-09-06 00:00:00-05:00,,,13.438000011444093,13.18300004005432,Normal
2005-09-07 00:00:00-05:00,13.0600004196167,13.199999809265137,12.4399995803833,12.520000457763672,12.520000457763672,0,0.0,0.0,^VIX,2005-09-07 00:00:00-05:00,,,13.35600004196167,13.18900008201599,Normal
2005-09-08 00:00:00-05:00,12.720000267028809,12.9399995803833,12.369999885559082,12.930000305175781,12.930000305175781,0,0.0,0.0,^VIX,2005-09-08 00:00:00-05:00,,,13.232000064849853,13.216500091552735,Normal
