Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,50_EMA,200_EMA,RSI,MACD,Signal,OBV
2023-03-29 09:30:00-04:00,102.27999877929688,112.0199966430664,100.6500015258789,101.29000091552734,101.29000091552734,8127411,0.0,0.0,101.29000091552734,101.29000091552734,,0.0,0.0,-8127411
2023-03-29 10:30:00-04:00,101.27999877929688,101.45999908447266,100.86000061035156,101.4000015258789,101.4000015258789,2800314,0.0,0.0,101.2943146649529,101.29109544896367,,0.00877497746392919,0.001754995492785838,-5327097
2023-03-29 11:30:00-04:00,101.4000015258789,101.69999694824219,101.29000091552734,101.41000366210938,101.41000366210938,2697722,0.0,0.0,101.29885148837081,101.29227861526363,,0.016347851273565084,0.004673566648941687,-2629375
2023-03-29 12:30:00-04:00,101.41500091552734,101.52999877929688,101.18000030517578,101.45539855957031,101.45539855957031,1975367,0.0,0.0,101.30499058920218,101.29390169928658,,0.025715959596823268,0.008882045238518004,-654008
2023-03-29 13:30:00-04:00,101.44999694824219,101.52999877929688,101.13500213623047,101.23500061035156,101.23500061035156,2371564,0.0,0.0,101.30224588414922,101.29331561879967,,0.015180983449766927,0.010141832880767788,-3025572
2023-03-29 14:30:00-04:00,101.23999786376953,101.47000122070312,101.18000030517578,101.3949966430664,101.3949966430664,3256471,0.0,0.0,101.30588316881264,101.29432737028492,,0.019517298383590287,0.01201692598133229,230899
2023-03-29 15:30:00-04:00,101.38999938964844,101.54000091552734,101.18000030517578,101.37999725341797,101.37999725341797,3642355,0.0,0.0,101.30878960350304,101.295179806933,,0.021495744261400773,0.013912689637345987,-3411456
2023-03-30 09:30:00-04:00,100.91000366210938,100.98999786376953,99.77999877929688,100.58999633789062,100.58999633789062,10562739,0.0,0.0,101.28060163230256,101.28816305599726,,-0.04021917310444678,0.0030863170889874336,-13974195
2023-03-30 10:30:00-04:00,100.59500122070312,100.875,100.24019622802734,100.4749984741211,100.4749984741211,3869214,0.0,0.0,101.24900935158956,101.28007186612784,,-0.09728659694698649,-0.016988265718207354,-17843409
2023-03-30 11:30:00-04:00,100.47160339355469,100.79499816894531,100.37000274658203,100.73999786376953,100.73999786376953,2370580,0.0,0.0,101.2290481167731,101.27469799545761,,-0.11974930993490318,-0.03754047456154652,-15472829
2023-03-30 12:30:00-04:00,100.73500061035156,100.80999755859375,100.5199966430664,100.62999725341797,100.62999725341797,1789617,0.0,0.0,101.20555592605331,101.268283062701,,-0.1447586145553572,-0.05898410256030866,-17262446
2023-03-30 13:30:00-04:00,100.62750244140625,100.72000122070312,100.48999786376953,100.58000183105469,100.58000183105469,2452619,0.0,0.0,101.1810243929161,101.26143449323189,,-0.16669136708691212,-0.08052555546562937,-19715065
